Id,SalePrice
1461,117909.11440321096
1462,157494.0434078239
1463,186213.95390132387
1464,195905.0205066117
1465,210832.04375897232
1466,171967.77383926362
1467,175335.45954828098
1468,156488.7728718954
1469,209950.11404263915
1470,115616.00244860497
1471,153618.62835312606
1472,99494.16001167055
1473,97793.31685262668
1474,148700.84041604324
1475,104679.60910370632
1476,372317.45824842085
1477,258731.20523073967
1478,313853.5582987624
1479,306970.72757322964
1480,486089.3008223528
1481,299484.192248721
1482,201672.7060778956
1483,173009.12934764443
1484,159256.28423097281
1485,178014.40875737017
1486,188735.45358222528
1487,336240.2104007104
1488,225738.30885437212
1489,202418.08185380755
1490,258122.06703172077
1491,195922.9950621505
1492,99271.64151565253
1493,195722.88111900756
1494,322129.21247417026
1495,287115.58694507263
1496,246160.17809690494
1497,175180.38036425805
1498,170682.30157610975
1499,163855.6858699441
1500,149195.5393577275
1501,192467.72418304984
1502,128636.67518639474
1503,367460.38725037326
1504,236490.1280104795
1505,227248.93888394453
1506,187524.3676999111
1507,262629.73709237436
1508,198345.35471773628
1509,154138.24299951794
1510,142828.74196728194
1511,153513.81506912582
1512,168348.60813577258
1513,155122.38119242233
1514,170264.44933950488
1515,199428.5792501505
1516,149682.03585167293
1517,187305.1817216697
1518,120060.4443954358
1519,221276.80255954375
1520,119519.44816736397
1521,135704.69607426564
1522,184997.55449436247
1523,114610.9928564218
1524,119025.4769060557
1525,116275.76775719132
1526,111285.77777301188
1527,103583.8984612115
1528,130065.0818779213
1529,157065.41807418817
1530,206504.72218332207
1531,130940.11380965446
1532,86335.9900762405
1533,156757.60475725908
1534,136683.89610407886
1535,148478.172009587
1536,92574.26984304396
1537,58184.77471066984
1538,149184.93394648595
1539,209760.2423538494
1540,123229.27940268547
1541,146241.43524702324
1542,183905.68377394116
1543,188725.4180340011
1544,75241.68951106431
1545,113122.86843213791
1546,137432.37806076423
1547,134496.56957235583
1548,152803.93593891317
1549,118776.02796766203
1550,143001.5778561373
1551,106093.07402433874
1552,148052.0625226247
1553,158260.50773256397
1554,105902.80349745235
1555,162627.05335586643
1556,49951.00621829614
1557,138790.44936876875
1558,103864.3795751062
1559,72111.99902079637
1560,115317.58264807996
1561,137851.77934547648
1562,132836.40389955882
1563,126389.35857653967
1564,152638.20093921333
1565,155465.2673981033
1566,234148.573160721
1567,77308.79396361778
1568,229680.09282126732
1569,138522.51838802706
1570,136728.8264231821
1571,84160.52600331773
1572,149420.8682593754
1573,284000.2054748577
1574,138950.40672862908
1575,227925.65652537043
1576,222807.39394616307
1577,181393.45404794675
1578,155855.67948307065
1579,128112.45949965136
1580,194444.30508963516
1581,159919.6149316741
1582,135530.45488417777
1583,286436.75639059686
1584,223855.62477326096
1585,130231.72435376424
1586,64503.68957276885
1587,116984.893973862
1588,164644.0053520759
1589,100557.40584154511
1590,128153.97538719952
1591,89510.93156462166
1592,132207.51726714152
1593,128954.676026245
1594,152013.83789756626
1595,114108.76815657687
1596,227382.1428277603
1597,196067.1410948983
1598,207517.45989501494
1599,193891.42346778643
1600,172386.88238976177
1601,51547.05983358329
1602,134364.56173493183
1603,71878.67304637063
1604,271756.9140862746
1605,225288.39338740212
1606,148072.7339538567
1607,160995.03040243697
1608,197899.87028949606
1609,190136.5349127851
1610,150199.1089149353
1611,133491.79918197187
1612,191859.73255951735
1613,170378.37709659044
1614,131338.69969265227
1615,87712.42413127943
1616,63367.653324923696
1617,85406.65167455733
1618,133753.86528736644
1619,148206.34750507757
1620,183636.97871629513
1621,132844.768571904
1622,145889.5261614958
1623,242034.1123002874
1624,199588.05680347196
1625,120282.6357357807
1626,171387.37270828962
1627,191815.98528003556
1628,271275.18573820987
1629,176917.46385902315
1630,365912.0573735355
1631,256936.6820280085
1632,246858.2438941535
1633,170696.9428673522
1634,180204.46277985143
1635,172929.97199942332
1636,152435.62905371547
1637,201696.8313041897
1638,179684.32765966782
1639,185189.66040788734
1640,239139.12789123
1641,181829.8678091525
1642,249705.82246897172
1643,214467.08834028972
1644,235497.9791020488
1645,215069.68201863184
1646,155386.87767803727
1647,157151.3159695312
1648,128285.31877149269
1649,129001.56982432515
1650,107529.0713080364
1651,111494.58177600347
1652,96970.36717255073
1653,94131.80580248355
1654,142085.22869604646
1655,114073.23260787179
1656,142835.31796545992
1657,150310.81860814313
1658,143078.96577041573
1659,123662.99332639121
1660,148520.19289065618
1661,431712.6665516297
1662,383878.0750586254
1663,386122.2946184043
1664,524557.7089221764
1665,335227.1857712652
1666,314631.01939787524
1667,378952.89533609914
1668,357029.31379512785
1669,312793.2604700809
1670,362041.07310913573
1671,270237.233312286
1672,407536.530162039
1673,285313.3526221246
1674,247606.80366368266
1675,200875.19491783326
1676,204145.56918438297
1677,213144.5501442398
1678,474554.7008481217
1679,385256.25679920026
1680,340115.0282503482
1681,281119.2378591551
1682,320199.65407777013
1683,190831.90533927144
1684,167739.6364457502
1685,168407.43051694208
1686,160617.3920629181
1687,161493.79142745415
1688,181603.2512578582
1689,185428.20748285166
1690,186822.12583616257
1691,177362.90547105586
1692,251733.8111805328
1693,170484.03705221202
1694,182033.980255064
1695,170569.498685393
1696,259951.67367598246
1697,176813.08936897872
1698,333871.79388066585
1699,321390.9168523167
1700,267290.4407231308
1701,280193.58482154243
1702,237215.70776021306
1703,229764.47927390411
1704,267406.1297220495
1705,241676.88993266085
1706,183707.3593374021
1707,231246.75213230157
1708,204219.36282180838
1709,247354.4212503325
1710,220791.12479399086
1711,264552.0384705602
1712,252545.39103503362
1713,281525.2850200374
1714,229543.6842038976
1715,207951.0547017911
1716,181752.90050171103
1717,166893.5517082307
1718,145146.36273067468
1719,219549.27607884153
1720,248503.00342982996
1721,145845.71938034322
1722,111338.30080140708
1723,147978.82239389973
1724,212003.25179688327
1725,240571.7377077546
1726,181862.8974545631
1727,164147.12501405118
1728,150761.09857013996
1729,172439.70903394461
1730,157761.6925743732
1731,101454.4886397018
1732,131993.6772022306
1733,116746.421353704
1734,129644.47711161454
1735,94262.99635622642
1736,91650.87736494548
1737,299673.12969024683
1738,261107.49302509055
1739,248860.93355538516
1740,218812.68940111704
1741,192361.38803503694
1742,173579.14511996848
1743,165147.38189336204
1744,365856.5799730629
1745,235573.8553945673
1746,196941.68742191527
1747,221083.56450277264
1748,223183.50105168507
1749,137807.58920581167
1750,135841.48029432472
1751,232887.10171013634
1752,103450.91627847726
1753,156700.61462117964
1754,193281.86753083675
1755,169181.6300436921
1756,140721.07878625748
1757,114491.99355776829
1758,143297.42751842085
1759,154675.83128394064
1760,167119.60615990902
1761,153749.12661395603
1762,183529.3046895058
1763,179414.99949686477
1764,112855.06240474354
1765,175117.96527966092
1766,183388.86088400078
1767,225254.64118819934
1768,142479.44295889983
1769,152819.28084709818
1770,151319.34138435056
1771,128759.19207574285
1772,133844.31729006267
1773,106360.90543971743
1774,147204.0267234648
1775,140626.35921271064
1776,127438.89052875765
1777,109914.77281941986
1778,144828.12505582982
1779,128336.03982610797
1780,148895.83659487552
1781,123640.10132893964
1782,75806.72084499952
1783,137636.7693280593
1784,98272.85653703054
1785,142017.53829195874
1786,107385.23029335629
1787,145454.68262097606
1788,48111.512574544104
1789,104142.22915649548
1790,63316.90183108744
1791,190319.98692093111
1792,171008.20280448216
1793,126636.18065024167
1794,160144.43122347508
1795,128236.29597897333
1796,154699.51627613092
1797,117538.10572145178
1798,130185.67179686105
1799,95555.51103246107
1800,126647.49537625542
1801,122050.99015781938
1802,108041.12801162546
1803,160633.8284677695
1804,112103.02153272548
1805,130652.98569629737
1806,127505.75976765717
1807,131910.17601763995
1808,124497.92683310946
1809,125732.68223337329
1810,140532.54768078856
1811,153832.74985357973
1812,108597.96156203179
1813,144675.7673220842
1814,109628.95128932747
1815,41042.19811277928
1816,104325.98433483485
1817,113226.14138709527
1818,163067.78244186137
1819,145047.18629195166
1820,33949.087411310175
1821,95230.45376113104
1822,148325.9516678561
1823,42116.52976350479
1824,132106.81886854832
1825,150511.4975709541
1826,98143.1952636868
1827,105155.19998223509
1828,144876.7935936565
1829,122945.75387754155
1830,146174.71999998234
1831,159927.35594237514
1832,-2475.9905428740385
1833,136526.2730579644
1834,123077.10503752914
1835,126959.62539253061
1836,134439.25185009296
1837,75099.50851892769
1838,111095.19039952746
1839,121425.60108531307
1840,167524.14817314385
1841,124928.53069997538
1842,72153.70813322194
1843,144301.82880702804
1844,141868.93009708208
1845,143816.4678619865
1846,151048.99663950456
1847,172314.39553238722
1848,36424.093792273095
1849,88804.309129275
1850,110459.30917119436
1851,144208.82889897932
1852,109750.41094952537
1853,117016.43638853909
1854,167063.2927250324
1855,151309.8456363572
1856,212388.7956804824
1857,108830.4796265018
1858,161570.3839096921
1859,114864.13898333989
1860,160770.6602575691
1861,123948.46917361105
1862,286257.9214263872
1863,276213.67121555953
1864,276238.31616765144
1865,367167.6424100727
1866,347416.62762940384
1867,214286.85467533802
1868,288705.1464367687
1869,209400.52438896516
1870,215348.58431823942
1871,258370.31287861557
1872,170323.58289405602
1873,249434.29876918648
1874,151636.0848493232
1875,190270.44111351535
1876,204663.63434392557
1877,209949.73624044046
1878,198986.51880229122
1879,143860.5632479232
1880,134220.7546156185
1881,245171.29540826165
1882,234719.0445044163
1883,183964.87880558692
1884,202784.0364533792
1885,222979.48350409628
1886,290433.51217069477
1887,220538.5391647044
1888,257926.4094211902
1889,166502.36041023792
1890,98298.02409479325
1891,98670.69086491066
1892,116666.04448824923
1893,137215.3082654682
1894,111812.62133488411
1895,140787.66894246556
1896,128294.63532807809
1897,126483.35946335722
1898,102349.43009745463
1899,155639.0835126221
1900,154712.79190823884
1901,186691.69684700225
1902,184296.22089353224
1903,210074.10482327873
1904,174583.87843372195
1905,193151.30999122825
1906,172264.391862986
1907,225200.71864338435
1908,112703.41849378706
1909,129668.66408507951
1910,128802.83419840474
1911,228929.04520806472
1912,319896.47995949286
1913,158100.12921261083
1914,46006.72141553018
1915,350199.3320134694
1916,49789.84381542269
1917,225155.63677098416
1918,138366.826396067
1919,150302.95945029118
1920,164872.51207691358
1921,386415.232785308
1922,353679.4751056274
1923,242303.45867531974
1924,227619.8137119332
1925,202955.75758501593
1926,392251.928230049
1927,129707.01815561356
1928,164848.62353022944
1929,115603.94533984043
1930,125408.24866999843
1931,121217.93506500486
1932,132399.126046499
1933,191297.26802010022
1934,187325.66731772994
1935,166808.31251079214
1936,207479.8940085285
1937,180095.7013016677
1938,165925.14749201018
1939,288762.5975756625
1940,208796.73538215173
1941,169514.34088097722
1942,146054.19428795864
1943,237647.237117804
1944,383170.4398634874
1945,422431.379592528
1946,153014.08899997483
1947,135511.40358781736
1948,182692.08380436013
1949,229440.70902831136
1950,178983.44058792383
1951,242907.64959351328
1952,195003.72167307095
1953,181976.297074171
1954,185148.28128440413
1955,124131.25967204879
1956,289904.0779966042
1957,157646.73650582286
1958,231601.54158480308
1959,126108.91090745191
1960,97536.02911134192
1961,124031.18725411847
1962,93635.63191421409
1963,107919.22200088087
1964,105950.62939017423
1965,126418.85483472343
1966,138801.07833072846
1967,312531.44607164146
1968,404809.2132476234
1969,393025.62488391576
1970,400895.32646786055
1971,444152.702113772
1972,374216.29371413466
1973,286160.1526363349
1974,339118.41203997005
1975,523963.1188981939
1976,280638.34267312824
1977,369755.4266252397
1978,343490.172303836
1979,318235.81851209915
1980,200557.0582477564
1981,359631.67514229566
1982,213388.46970433433
1983,198087.78452425837
1984,174909.71145153817
1985,230377.01970521832
1986,210000.3696251586
1987,211281.29010445165
1988,166965.29379881793
1989,185236.21146996252
1990,204866.76828499552
1991,228626.17279344524
1992,225267.84907787398
1993,164928.68627234155
1994,233320.24376842915
1995,183116.93823612967
1996,285198.1103728763
1997,316141.4140163765
1998,318627.13559191907
1999,309343.6440897095
2000,318456.7230630825
2001,282138.07729755924
2002,249041.1673976886
2003,237550.0157236131
2004,274623.2123995905
2005,228243.43531619525
2006,221582.70487098914
2007,240059.3329354978
2008,238696.96533783153
2009,204489.5536609143
2010,188988.36009887452
2011,119620.1705879189
2012,173715.9064488027
2013,174712.43940710797
2014,181669.93700197237
2015,217543.81020474463
2016,192701.3102265124
2017,190316.0877549864
2018,100572.61908992677
2019,143274.1149012933
2020,76661.65668935284
2021,95147.61940627152
2022,232875.50291935715
2023,141644.94806906118
2024,282845.87369807344
2025,346845.145238824
2026,167965.41046525634
2027,153924.77134704977
2028,156676.01396280035
2029,175509.05403781394
2030,254406.39294762164
2031,232258.9225747086
2032,256608.82074828196
2033,246814.83787342336
2034,176122.0071166758
